Text_Ori,Text_clear,Label,Label_2,Check,Final_Label
Mong đến ngày đó thât nhanh mêt mỏi,Mong đến ngày đó thât nhanh mêt mỏi,2,2,Khớp,2
"Mệt mỏi áp lực,tất cả đổ hết vào nguoi 1 lúc ,co nhưng lúc muốn buông xuôi ma suy nghi còn con con cha mẹ .lúc buồn nhất cũng chỉ có thể ngồi 1 mình trong góc tối k 1 ai bệnh cạnh đê tâm sự 😭😭","Mệt mỏi áp lực,tất cả đổ hết vào người 1 lúc ,có những lúc muốn buông xuôi mà suy nghĩ còn con còn cha mẹ .lúc buồn nhất cũng chỉ có thể ngồi 1 mình trong góc tối không 1 ai bên cạnh đê tâm sự ",0,0,Khớp,0
tự nhiên hôm nay thấy mệt quá,tự nhiên hôm nay thấy mệt quá,0,2,Lệch,0
"mệt mỏi quá, chuyến xe này chắc phải dừng lại rồi","mệt mỏi quá, chuyến xe này chắc phải dừng lại rồi",0,0,Khớp,0
2 từ buông xuôi sao đầy nước mắt thế này,2 từ buông xuôi sao đầy nước mắt thế này,0,2,Lệch,0
Tự nhủ bản thân không được khóc🥺,Tự nhủ bản thân không được khóc,0,0,Khớp,0
🥺 Muốn đuọc giải thoát chính ban thân mình nhung lại thuong 2d con còn quá nhỏ,Muốn được giải thoát chính bản thân mình nhưng lại thương 2 đứa con còn quá nhỏ,1,1,Khớp,1
muốn buông xuôi nhưng thương mẹ,muốn buông xuôi nhưng thương mẹ,1,1,Khớp,1
Muốn buông xuôi,Muốn buông xuôi,0,0,Khớp,0
Hôm nay tôi rất mệt,Hôm nay tôi rất mệt,0,0,Khớp,0
Cố đến bao giờ???,Cố đến bao giờ???,1,1,Khớp,1
cũng có lúc nghĩ tới hai từ buông xuôi,cũng có lúc nghĩ tới hai từ buông xuôi,0,0,Khớp,0
🥺 ai đó ôm tôi một cái được k,Ai đó ôm tôi một cái được không,2,2,Khớp,2
mệt mỏi áp lực đủ thứ,mệt mỏi áp lực đủ thứ,0,0,Khớp,0
Qua met moi🥺🥺🥺🥺,Quá mệt mỏi,0,0,Khớp,0
có những lúc muốn buông bỏ tất cả .nhưng có một lý do xứng đáng thì phải bước tiếp thôi. 🥰,có những lúc muốn buông bỏ tất cả .nhưng có một lý do xứng đáng thì phải bước tiếp thôi. ,2,2,Khớp,2
"hôm nay 24 âm lịch rồi trong lòng nặng chĩu, nhiều người thì mong Tết đến còn tôi lặng lặng chỉ muốn Tết qua thật nhanh","hôm nay 24 âm lịch rồi trong lòng nặng chĩu, nhiều người thì mong Tết đến còn tôi lặng lặng chỉ muốn Tết qua thật nhanh",1,1,Khớp,1
năm nay tôi 35t những người cho tôi cơ hội tôi lại người đó đớn tận hai con vậy có nên bông bỏ k,năm nay tôi 35 tuổi những người cho tôi cơ hội tôi lại người đó đớn tận hai con vậy có nên buông bỏ không,1,2,Lệch,1
lúc nào cũng an ủi bản thân phải cố gắng rồi mc sẽ qua. vậy mà càng cố càng nhiều tổn thương đến mức ko thể gánh nổi.😭,lúc nào cũng an ủi bản thân phải cố gắng rồi mọi chuyện sẽ qua. vậy mà càng cố càng nhiều tổn thương đến mức không thể gánh nổi.,0,0,Khớp,0
thật phải có gặp mọi chuyện 🥺,thật phải có gặp mọi chuyện ,2,2,Khớp,2
☺️o 1 kiếp khác ...ma thôi mình k muốn co kiếp nào nữa,ở 1 kiếp khác …mà thôi mình không muốn có kiếp nào nữa,0,0,Khớp,0
làm sao để buông bỏ tất cả mà k phải rời xa?,làm sao để buông bỏ tất cả mà không phải rời xa?,1,1,Khớp,1
Chung quy lại cố gắng cũng chẳng để làm gì 🥲 giờ có hay k có cũng chẳng qtrong gì,Chung quy lại cố gắng cũng chẳng để làm gì giờ có hay không có cũng chẳng quan trọng gì,2,2,Khớp,2
con gái của ba đã cố gắng hết sức rồi và khá mệt mỏi. Mong chờ từng ngày ba đến đón con sang một nơi mà còn có thể là một đứa trẻ vô lo vô nghĩ,con gái của ba đã cố gắng hết sức rồi và khá mệt mỏi. Mong chờ từng ngày ba đến đón con sang một nơi mà còn có thể là một đứa trẻ vô lo vô nghĩ,0,0,Khớp,0
"tự dưng hnay k muốn cố gắng ji nữ, chỉ muốn buông xuôi bỏ hết về với mây với gió cho nhẹ ng😟😟😟","tự dưng hôm nay không muốn cố gắng gì nữa, chỉ muốn buông xuôi bỏ hết về với mây với gió cho nhẹ người",0,0,Khớp,0
sau này chết không muốn đổi vào kiếp nào cả,sau này chết không muốn đổi vào kiếp nào cả,2,2,Khớp,2
áp lực muốn buông bỏ tất cả 🥹,áp lực muốn buông bỏ tất cả ,0,0,Khớp,0
Rất nhiều chuyện sảy ra 1 thời điểm từ gd công việc cả tình cảm có lẽ ko còn sức để vượt qua,Rất nhiều chuyện sảy ra 1 thời điểm từ gia đình công việc cả tình cảm có lẽ không còn sức để vượt qua,0,0,Khớp,0
Chỉ muốn buông bỏ tất cả nhưng nghĩ đến gia đình nghĩ đến con cái thôi cố gắng lên….,Chỉ muốn buông bỏ tất cả nhưng nghĩ đến gia đình nghĩ đến con cái thôi cố gắng lên….,2,2,Khớp,2
kiếp sau ko đau không buon😭😭,Kiếp sau không đau không buồn,2,2,Khớp,2
Hom nay thấy mệt…khó thở…buồn..muốn được dỗ dành lại không có điểm tựa🥹,Hôm nay thấy mệt…khó thở…buồn..muốn được dỗ dành lại không có điểm tựa,0,0,Khớp,0
hay là buông xuôi,hay là buông xuôi,0,0,Khớp,0
mệt . ko thể vượt qua .. do mình hết . giờ phải làm sao,mệt . Không thể vượt qua .. do mình hết . giờ phải làm sao,1,1,Khớp,1
Con mệt quá Ba ơi 😔😔😔,Con mệt quá Ba ơi ,0,0,Khớp,0
mệt mỏi nhưng con đườg là do mình chọn . giờ chỉ biết nhìn con mà cố gắg thôi 😊😊,mệt mỏi nhưng con đườg là do mình chọn . giờ chỉ biết nhìn con mà cố gắng thôi,0,0,Khớp,0
Ước gì buông bỏ hết để về với mây gió,Ước gì buông bỏ hết để về với mây gió,1,1,Khớp,1
"kiếp này cố gắng hết sức nhưng số phận vẫn vậy không có gì thay đổi được, hẹn kiếp sau không như vậy nữa.","kiếp này cố gắng hết sức nhưng số phận vẫn vậy không có gì thay đổi được, hẹn kiếp sau không như vậy nữa.",2,2,Khớp,2
Thật sự rất mệt luôn,Thật sự rất mệt luôn,0,0,Khớp,0
Bỏ hết tất cả về với tui chứ 🙄,Bỏ hết tất cả về với tui chứ ,2,2,Khớp,2
"Con cha chưa trả hiếu, còn con chưa lông đủ cánh. 2 chữ trách nhiệm ơ trên vai làm sao buông bỏ dc đây","Con cha chưa trả hiếu, còn con chưa lông đủ cánh. 2 chữ trách nhiệm ở trên vai làm sao buông bỏ được đây",1,1,Khớp,1
thật sự mệt mỏi lắm rồi 🥹🥹🥹,thật sự mệt mỏi lắm rồi,0,0,Khớp,0
Cũng muốn buông xui nhưng con mình ai lo 🥺,Cũng muốn buông xui nhưng con mình ai lo ,1,1,Khớp,1
"Từ tết đến giờ tui bị nz, cảm thấy thất bại quá. K có động lực làm gì","Từ tết đến giờ tui bị như vậy, cảm thấy thất bại quá. Không có động lực làm gì",0,0,Khớp,0
tôi đi làm 6 năm bên nhật. cuối cùng tôi chẳng có một nghìn nào trong người,tôi đi làm 6 năm bên nhật. cuối cùng tôi chẳng có một nghìn nào trong người,0,0,Khớp,0
"sống vì con, mà hôm nay người làm mẹ đau nhất ko ai khác ngoài con","sống vì con, mà hôm nay người làm mẹ đau nhất không ai khác ngoài con",0,2,Lệch,0
buồn thì còn ai nữa để chia sẻ nữa đau 🥲🥲,buồn thì còn ai nữa để chia sẻ nữa đau ,0,0,Khớp,0
"quá bất lực với bản thân, rất tệ,mệt mỏi chẳng bit làm sao... 😭😭","quá bất lực với bản thân, rất tệ,mệt mỏi chẳng biết làm sao",0,0,Khớp,0
Sao bao nhiêu khổ sở đổ hết lên vai mình 🥺🥺,Sao bao nhiêu khổ sở đổ hết lên vai mình ,2,2,Khớp,2
Ở lại thì toàn nước mắt rời đi thì lại sợ k lo được cho con🥺,Ở lại thì toàn nước mắt rời đi thì lại sợ không lo được cho con,1,1,Khớp,1
Tôi quá mệt mỏi ai kéo tôi về với chứ tiêu cực lắm r,Tôi quá mệt mỏi ai kéo tôi về với chứ tiêu cực lắm rồi,1,1,Khớp,1
Bản thân tồn tại đến bây giờ vì điều gì,Bản thân tồn tại đến bây giờ vì điều gì,1,1,Khớp,1
"Mêt rồi, quá mệt rồi. Đã cố gắng nhiều rồi 🥺","Mêt rồi, quá mệt rồi. Đã cố gắng nhiều rồi ",0,0,Khớp,0
"nay mình cũng thấy mệt mỏi quá, ko vì con chắc cũng sang thế giới khác xem có vui ko","nay mình cũng thấy mệt mỏi quá, không vì con chắc cũng sang thế giới khác xem có vui không",2,2,Khớp,2
"hay là mình buông bỏ hết đi, mình bắt đầu lại bằng kiếp khác 😭😢","hay là mình buông bỏ hết đi, mình bắt đầu lại bằng kiếp khác ",0,0,Khớp,0
hôm nay thật sự là một ngày rất mệt mỏi,hôm nay thật sự là một ngày rất mệt mỏi,0,0,Khớp,0
Con mỏi mệt lắm,Con mỏi mệt lắm,0,0,Khớp,0
tui muốn buông tay .. vì sau tất cả những cố gắng chỉ nhận lại sự thất vọng,tui muốn buông tay .. vì sau tất cả những cố gắng chỉ nhận lại sự thất vọng,0,0,Khớp,0
Đúng tâm trạng mình luôn,Đúng tâm trạng mình luôn,2,2,Khớp,2
nếu có kíp sau. ta sẻ ns vs dim vương con ko lên nữa🥺,nếu có kiếp sau. ta sẽ nói với diêm vương con không lên nữa,2,2,Khớp,2
buông bỏ hết là sẽ ổn phải hok???😢😢😢,buông bỏ hết là sẽ ổn phải không?,1,1,Khớp,1
muốn buông bỏ tất cả hoá hư vô...,muốn buông bỏ tất cả hoá hư vô...,0,0,Khớp,0
buông xuôi tất cả cho nhẹ nhàng hơn thôi nào @😓,buông xuôi tất cả cho nhẹ nhàng hơn thôi nào ,0,0,Khớp,0
mệt mỏi muốn gục ngã luôn nhưng chợt nhớ rằng ngoài bản thân mình sẽ ko còn ai đỡ mình dậy và quan tâm mình..nên phải cố gắng nhiều..buồn đau mệt mỏi quá rồi,mệt mỏi muốn gục ngã luôn nhưng chợt nhớ rằng ngoài bản thân mình sẽ không còn ai đỡ mình dậy và quan tâm mình..nên phải cố gắng nhiều..buồn đau mệt mỏi quá rồi,1,1,Khớp,1
mình sẽ cố gắng sống ở nhà đến hè. vì các con. mk đang rơi vào khổ tâm khi nhìn ng nhà đối xử xa lạ cũng vì mk k có nhiều tiền như em trai. vì mk có con còn mk k được chơi đùa nếu k e trai mk khó chịu cha mk lại la con mk. r nói vs e mk gán chịu thêm vài tháng cho mk sinh r cất nhà cây cho mk. dù nhà có 3 cha con. nhà rất rộng. đến cuối cùng mình hiểu họ thích yên tĩnh. họ ghét ồn ào dù là con cháu m mk sống ở ngoài 5 5 có rất nhiều sự giúp đỡ của mn. để đứng lên. về nhà như quay lại địa ngục mk phải mạnh mẽ qua giai đoạn này để con có giấy tờ và mk sẽ rời đi trả lại bình yên cho 2 cha con. người là e là cha mk. tạm biệt!,mình sẽ cố gắng sống ở nhà đến hè. vì các con. mình đang rơi vào khổ tâm khi nhìn người nhà đối xử xa lạ cũng vì mình không có nhiều tiền như em trai. vì mình có con còn mình không được chơi đùa nếu không em trai mình khó chịu cha mình lại la con mình. rồi nói với em mình gán chịu thêm vài tháng cho mình sinh rồi cất nhà cây cho mình. dù nhà có 3 cha con. nhà rất rộng. đến cuối cùng mình hiểu họ thích yên tĩnh. họ ghét ồn ào dù là con cháu mình mình sống ở ngoài 5 5 có rất nhiều sự giúp đỡ của mọi người. để đứng lên. về nhà như quay lại địa ngục mình phải mạnh mẽ qua giai đoạn này để con có giấy tờ và mình sẽ rời đi trả lại bình yên cho 2 cha con. người là em là cha mình. tạm biệt!,2,2,Khớp,2
Tao k muốn sống nữa,Tao không muốn sống nữa,0,0,Khớp,0
"cuộc đời này của tớ đến để trả nghiệp, khổ từ bé đến khi 30 vẫn ko hết khổ, làm gì người ta cũng ko vừa lòng, làm ăn cũng ko thấy thuận lợi may mắn! muốn thoát khỏi cuộc đời! hoá hư vô để ko ai còn nhớ tới nữa...","cuộc đời này của tớ đến để trả nghiệp, khổ từ bé đến khi 30 vẫn không hết khổ, làm gì người ta cũng không vừa lòng, làm ăn cũng không thấy thuận lợi may mắn! muốn thoát khỏi cuộc đời! hoá hư vô để không ai còn nhớ tới nữa...",0,0,Khớp,0
Hay là bắt đầu 1 kiếp khác.. Vô lo vô nghĩ..,Hay là bắt đầu 1 kiếp khác.. Vô lo vô nghĩ..,0,0,Khớp,0
tối tệ quá muộn ngủ một giấc thật dài không muốn tỉnh giải nữa như phải làm sao đây vì còn con cái và bố mẹ đã già con phải làm sao bố mẹ phải làm sao như mình thì lại rất mệt mỏi không muốn bước đi tiếp nữa,tối tệ quá muộn ngủ một giấc thật dài không muốn tỉnh giải nữa như phải làm sao đây vì còn con cái và bố mẹ đã già con phải làm sao bố mẹ phải làm sao như mình thì lại rất mệt mỏi không muốn bước đi tiếp nữa,1,1,Khớp,1
gia đình là thứ tui làm tui áp lực nhất... họ chỉ biết tiền với tiền... tình cảm GĐ chỉ là cái vỏ bọc của ng ta,gia đình là thứ tui làm tui áp lực nhất... họ chỉ biết tiền với tiền... tình cảm gia đình chỉ là cái vỏ bọc của người ta,0,0,Khớp,0
Ngoài kia ngta khổ sở khóc lóc vì tình. Còn tôi mỗi lần tủi thân rơi nước mắt lại vì chính 2 chữ gia đình. Lạ thật!,Ngoài kia người ta khổ sở khóc lóc vì tình. Còn tôi mỗi lần tủi thân rơi nước mắt lại vì chính 2 chữ gia đình. Lạ thật!,0,0,Khớp,0
Ở ngoài xh nói là âp lực nhưng nhanh nguổi ngoai hơn là ap lực từ gd,Ở ngoài xã hội nói là áp lực nhưng nhanh nguổi ngoai hơn là áp lực từ gia đình,2,2,Khớp,2
"Mệt ngoài xã hội thì có thể trở về nhà , mệt gia đình thì đi đâu ☺️","Mệt ngoài xã hội thì có thể trở về nhà , mệt gia đình thì đi đâu ",0,0,Khớp,0
"áp lực ngoài xã hội dù có quật ngã bạn ko đâu bằng áp lực gia đình cho bạn
Có ai sinh ra mà bị cả gia đình xem nhẹ kiểu sự tồn tại chỉ cho có lệ😭","áp lực ngoài xã hội dù có quật ngã bạn không đâu bằng áp lực gia đình cho bạn
Có ai sinh ra mà bị cả gia đình xem nhẹ kiểu sự tồn tại chỉ cho có lệ",2,2,Khớp,2
có ai 97 mà từ khi hiểu chuyện đến giờ gia đình là cái gì đó rất áp lực k. tiền bạc tinh cảm chả được gi. ai cũng bảo do tuổi này k dk gia đình yêu thương. có ai giống mình k z hay chỉ có mình thui,có ai 97 mà từ khi hiểu chuyện đến giờ gia đình là cái gì đó rất áp lực không. tiền bạc tinh cảm chả được gì. ai cũng bảo do tuổi này không được gia đình yêu thương. có ai giống mình không vậy hay chỉ có mình thui,1,1,Khớp,1
